sample	haplotype	contig	length
NA20827	haplotype1	NA20827#1#JBKOQY010000038.1	610416
NA20827	haplotype1	NA20827#1#JBKOQY010000018.1	232106
NA20827	haplotype1	NA20827#1#JBKOQY010000042.1	221958
NA20827	haplotype1	NA20827#1#JBKOQY010000031.1	220674
NA20827	haplotype1	NA20827#1#JBKOQY010000032.1	187046
NA20827	haplotype1	NA20827#1#JBKOQY010000033.1	187046
NA20827	haplotype1	NA20827#1#JBKOQY010000036.1	169813
NA20827	haplotype1	NA20827#1#JBKOQY010000017.1	158001
NA20827	haplotype1	NA20827#1#JBKOQY010000019.1	127304
NA20827	haplotype1	NA20827#1#JBKOQY010000040.1	123468
NA20827	haplotype1	NA20827#1#JBKOQY010000041.1	118546
NA20827	haplotype1	NA20827#1#JBKOQY010000034.1	115039
NA20827	haplotype1	NA20827#1#JBKOQY010000037.1	87938
NA20827	haplotype1	NA20827#1#JBKOQY010000035.1	55961
NA20827	haplotype1	NA20827#1#JBKOQY010000016.1	52666
NA20827	haplotype2	NA20827#2#CM102559.1	248664058
NA20827	haplotype2	NA20827#2#CM102560.1	242297106
NA20827	haplotype2	NA20827#2#CM102561.1	201841397
NA20827	haplotype2	NA20827#2#CM102562.1	191959014
NA20827	haplotype2	NA20827#2#CM102563.1	184618089
NA20827	haplotype2	NA20827#2#CM102564.1	171138114
NA20827	haplotype2	NA20827#2#CM102565.1	160749115
NA20827	haplotype2	NA20827#2#CM102581.1	154139224
NA20827	haplotype2	NA20827#2#CM102566.1	145947585
NA20827	haplotype2	NA20827#2#CM102567.1	137586600
NA20827	haplotype2	NA20827#2#CM102568.1	135964882
NA20827	haplotype2	NA20827#2#CM102570.1	134147671
NA20827	haplotype2	NA20827#2#CM102569.1	133696443
NA20827	haplotype2	NA20827#2#CM102571.1	106112641
NA20827	haplotype2	NA20827#2#CM102572.1	102505247
NA20827	haplotype2	NA20827#2#CM102573.1	98237277
NA20827	haplotype2	NA20827#2#CM102574.1	94543126
NA20827	haplotype2	NA20827#2#CM102575.1	84520169
NA20827	haplotype2	NA20827#2#CM102576.1	80160824
NA20827	haplotype2	NA20827#2#CM102578.1	66793183
NA20827	haplotype2	NA20827#2#CM102577.1	60393499
NA20827	haplotype2	NA20827#2#CM102580.1	48238754
NA20827	haplotype2	NA20827#2#CM102579.1	42271554
NA20827	haplotype2	NA20827#2#JBKOQZ010000037.1	598402
NA20827	haplotype2	NA20827#2#JBKOQZ010000033.1	261484
NA20827	haplotype2	NA20827#2#JBKOQZ010000017.1	243774
NA20827	haplotype2	NA20827#2#JBKOQZ010000035.1	243181
NA20827	haplotype2	NA20827#2#JBKOQZ010000019.1	227728
NA20827	haplotype2	NA20827#2#JBKOQZ010000014.1	170917
NA20827	haplotype2	NA20827#2#JBKOQZ010000015.1	170208
NA20827	haplotype2	NA20827#2#JBKOQZ010000030.1	161536
NA20827	haplotype2	NA20827#2#JBKOQZ010000032.1	141027
NA20827	haplotype2	NA20827#2#JBKOQZ010000016.1	131111
NA20827	haplotype2	NA20827#2#JBKOQZ010000031.1	125931
NA20827	haplotype2	NA20827#2#JBKOQZ010000036.1	102380
NA20827	haplotype2	NA20827#2#JBKOQZ010000034.1	92410
NA20827	haplotype2	NA20827#2#JBKOQZ010000018.1	60121
NA20827	haplotype2	NA20827#2#JBKOQZ010000039.1	56067
NA20827	haplotype2	NA20827#2#JBKOQZ010000038.1	51678
NA20827	haplotype2	NA20827#2#JBKOQZ010000040.1	16570
